0,5.980069788178422
1,5.978784608604839
2,5.977287992169171
3,5.9755156692472005
4,5.973371764291754
5,5.97070524200113
6,5.967260511546342
7,5.962560498050433
8,5.955578695653967
9,5.943548882165686
10,5.915154756071134
11,5.754501816726154
12,5.295925225187988
13,5.217320731435612
14,5.173274158511541
15,4.890791994538647
16,4.5190457643778625
17,4.484617285994891
18,4.43940440889068
19,4.116921265584587
20,3.7866855391015974
21,3.7629899987253337
22,3.7347236481066863
23,3.571248871716311
24,3.1162805152078583
25,3.051571992102729
26,3.036377848287688
27,3.004163399971856
28,2.7787608948177964
29,2.3702639367010088
30,2.3374397007408727
31,2.3339951539079786
32,2.332749534533413
33,2.3319210724634676
34,2.331147663099337
35,2.3302977031071572
36,2.329283788582072
37,2.3280076027206147
38,2.32632068257038
39,2.323960145506089
40,2.3203936370000484
41,2.3143437642661517
42,2.301798610226302
43,2.2610746296261044
44,1.951127189590609
45,1.6237968023414706
46,1.6069428263323942
47,1.6047673866102568
48,1.604051846980911
49,1.603657930707402
50,1.6033486039132296
51,1.6030512310233926
52,1.6027354068746853
53,1.6023828779363596
54,1.6019778015302575
55,1.6015023361230558
56,1.6009333352601485
57,1.6002383287401987
58,1.5993691523629898
59,1.598250457166787
60,1.59675696956134
61,1.594663829084143
62,1.5915236367864054
63,1.5863037993612272
64,1.5759853649051219
65,1.5466913665518345
66,1.3327086065019875
67,0.9086902945967107
68,0.8779628564301215
69,0.8756894948116516
70,0.875193645016382
71,0.8750432712444546
72,0.8749890847445035
73,0.8749669270685223
74,0.8749567132354582
75,0.8749513574657405
76,0.8749481355109806
77,0.8749459211772326
78,0.8749442158449219
79,0.8749427834004987
80,0.8749415046712234
81,0.8749403160150306
82,0.8749391818418809
83,0.8749380815395222
84,0.8749370028650513
85,0.8749359384168182
86,0.8749348836636566
87,0.8749338358053196
88,0.8749327930970393
89,0.8749317544423496
90,0.8749307191448691
91,0.8749296867558876
92,0.8749286569803477
93,0.8749276296186772
94,0.8749266045307341
95,0.8749255816134339
96,0.8749245607868542
97,0.8749235419855994
98,0.8749225251534337
99,0.8749215102399416
100,0.8749204971984512
101,0.8749194859847387
102,0.8749184765562218
103,0.8749174688714564
104,0.8749164628898197
105,0.8749154585713118
106,0.8749144558764292
107,0.8749134547660851
108,0.8749124552015553
109,0.874911457144445
110,0.8749104605566639
111,0.8749094654004085
112,0.8749084716381503
113,0.8749074792326248
114,0.8749064881468226
115,0.8749054983439841
116,0.8749045097875904
117,0.8749035224413575
118,0.8749025362692316
119,0.8749015512353828
120,0.8749005673041991
121,0.8748995844402804
122,0.8748986026084353
123,0.8748976217736743
124,0.8748966419012044
125,0.874895662956425
126,0.8748946849049227
127,0.8748937077124659
128,0.8748927313449997
129,0.8748917557686421
130,0.8748907809496781
131,0.8748898068545556
132,0.874888833449881
133,0.8748878607024133
134,0.8748868885790609
135,0.8748859170468765
136,0.8748849460730528
137,0.8748839756249167
138,0.8748830056699277
139,0.8748820361756706
140,0.874881067109853
141,0.8748800984403007
142,0.8748791301349526
143,0.8748781621618572
144,0.8748771944891688
145,0.8748762270851425
146,0.8748752599181302
147,0.8748742929565771
148,0.8748733261690168
149,0.8748723595240693
150,0.8748713929904331
151,0.8748704265368855
152,0.8748694601322753
153,0.8748684937455219
154,0.8748675273456086
155,0.8748665609015802
156,0.8748655943825389
157,0.8748646277576406
158,0.8748636609960911
159,0.8748626940671416
160,0.8748617269400857
161,0.8748607595842554
162,0.8748597919690174
163,0.874858824063769
164,0.874857855837935
165,0.8748568872609633
166,0.8748559183023219
167,0.8748549489314947
168,0.8748539791179781
169,0.8748530088312763
170,0.8748520380409
171,0.8748510667163604
172,0.8748500948271666
173,0.8748491223428219
174,0.8748481492328195
175,0.8748471754666398
176,0.8748462010137468
177,0.8748452258435832
178,0.8748442499255676
179,0.8748432732290916
180,0.8748422957235148
181,0.874841317378161
182,0.8748403381623171
183,0.8748393580452262
184,0.8748383769960859
185,0.8748373949840437
186,0.874836411978194
187,0.8748354279475746
188,0.8748344428611616
189,0.8748334566878674
190,0.8748324693965357
191,0.874831480955939
192,0.8748304913347734
193,0.874829500501656
194,0.8748285084251209
195,0.8748275150736152
196,0.8748265204154949
197,0.8748255244190217
198,0.8748245270523591
199,0.8748235282835682
200,0.8748225280806038
201,0.8748215264113106
202,0.8748205232434201
203,0.8748195185445453
204,0.8748185122821771
205,0.8748175044236814
206,0.8748164949362932
207,0.8748154837871146
208,0.8748144709431084
209,0.8748134563710963
210,0.8748124400377539
211,0.8748114219096056
212,0.8748104019530212
213,0.8748093801342117
214,0.8748083564192255
215,0.8748073307739427
216,0.8748063031640718
217,0.8748052735551455
218,0.874804241912515
219,0.8748032082013469
